"Sector","Pillar","Country","Value","Rank"
"General Enabling Environment","Health and environment","Qatar",67.76490966,88
"Higher Education","Higher education inputs","Qatar",48.11901001,55
"Higher Education","Higher education outputs and quality","Qatar",54.24586797,20
"Information and Communications Technology","ICT inputs","Qatar",60.9127796,62
"Information and Communications Technology","ICT outputs","Qatar",60.81633812,32
"Research, Development and Innovation","Innovation in production","Qatar",17.60263191,98
"Pre-University Education","Knowledge capital","Qatar",54.56544423,70
"Economy","Knowledge competitiveness","Qatar",57.38736683,35
"General Enabling Environment","Political and institutional","Qatar",67.96863856,40
"Research, Development and Innovation","Research and development","Qatar",34.16706276,31
"Research, Development and Innovation","Social innovation","Qatar",15.68958021,101
"General Enabling Environment","Socio-economic","Qatar",76.43892362,4
"Economy","Economic openness","Romania",48.08663975,48
"Pre-University Education","Educational enabling environment","Romania",62.13727262,53
"Technical and Vocational Education and Training","Features of the labour market","Romania",39.25046153,121
"Economy","Financing and value added","Romania",40.33525803,67
"Technical and Vocational Education and Training","Formation and professional training","Romania",51.94564923,60
"General Enabling Environment","Health and environment","Romania",77.6467253,44
"Higher Education","Higher education inputs","Romania",48.14451709,54
"Higher Education","Higher education outputs and quality","Romania",42.27536214,50
"Information and Communications Technology","ICT inputs","Romania",70.21998995,30
"Information and Communications Technology","ICT outputs","Romania",48.41821716,61
"Research, Development and Innovation","Innovation in production","Romania",24.50602698,74
"Pre-University Education","Knowledge capital","Romania",52.1850924,78
"Economy","Knowledge competitiveness","Romania",47.43115451,64
"General Enabling Environment","Political and institutional","Romania",55.59921971,58
"Research, Development and Innovation","Research and development","Romania",22.14083611,53
"Research, Development and Innovation","Social innovation","Romania",22.81236144,71
"General Enabling Environment","Socio-economic","Romania",60.98090718,54
"Economy","Economic openness","Russian Federation",53.31287443,26
"Pre-University Education","Educational enabling environment","Russian Federation",66.26014471,36
"Technical and Vocational Education and Training","Features of the labour market","Russian Federation",52.46351603,60
"Economy","Financing and value added","Russian Federation",45.0471732,53
"Technical and Vocational Education and Training","Formation and professional training","Russian Federation",52.92069858,55
"General Enabling Environment","Health and environment","Russian Federation",65.06707005,98
"Higher Education","Higher education inputs","Russian Federation",37.60511644,108
"Higher Education","Higher education outputs and quality","Russian Federation",53.31018722,23
"Information and Communications Technology","ICT inputs","Russian Federation",57.0948885,72
"Information and Communications Technology","ICT outputs","Russian Federation",54.41637028,45
"Research, Development and Innovation","Innovation in production","Russian Federation",30.73005074,50
"Pre-University Education","Knowledge capital","Russian Federation",69.77157818,20
"Economy","Knowledge competitiveness","Russian Federation",42.02539442,96
"General Enabling Environment","Political and institutional","Russian Federation",37.89024098,97
"Research, Development and Innovation","Research and development","Russian Federation",27.01064951,41
"Research, Development and Innovation","Social innovation","Russian Federation",24.12917929,67
"General Enabling Environment","Socio-economic","Russian Federation",62.36448724,43
"Economy","Economic openness","Rwanda",29.23319977,118
"Pre-University Education","Educational enabling environment","Rwanda",35.51131189,120
"Technical and Vocational Education and Training","Features of the labour market","Rwanda",51.90683638,63
"Economy","Financing and value added","Rwanda",22.70256018,121
"Technical and Vocational Education and Training","Formation and professional training","Rwanda",57.66510911,30
"General Enabling Environment","Health and environment","Rwanda",67.92613686,87
"Higher Education","Higher education inputs","Rwanda",42.51465982,85
"Higher Education","Higher education outputs and quality","Rwanda",26.69075154,102
"Information and Communications Technology","ICT inputs","Rwanda",48.09699731,94
"Information and Communications Technology","ICT outputs","Rwanda",38.74209299,89
"Research, Development and Innovation","Innovation in production","Rwanda",32.54167584,45
"Pre-University Education","Knowledge capital","Rwanda",47.21302474,97
"Economy","Knowledge competitiveness","Rwanda",47.40548532,65
"General Enabling Environment","Political and institutional","Rwanda",55.97203055,57
"Research, Development and Innovation","Research and development","Rwanda",12.61067801,103
"Research, Development and Innovation","Social innovation","Rwanda",17.18108131,91
"General Enabling Environment","Socio-economic","Rwanda",46.01814758,107
"Economy","Economic openness","Saudi Arabia",48.10575346,47
"Pre-University Education","Educational enabling environment","Saudi Arabia",51.13551362,99
"Technical and Vocational Education and Training","Features of the labour market","Saudi Arabia",77.54836302,7
"Economy","Financing and value added","Saudi Arabia",53.30433369,31
"Technical and Vocational Education and Training","Formation and professional training","Saudi Arabia",26.75856088,128
"General Enabling Environment","Health and environment","Saudi Arabia",67.16509434,90
"Higher Education","Higher education inputs","Saudi Arabia",49.42942718,46
"Higher Education","Higher education outputs and quality","Saudi Arabia",37.20204285,70
"Information and Communications Technology","ICT inputs","Saudi Arabia",67.94912036,39
"Information and Communications Technology","ICT outputs","Saudi Arabia",61.13692418,31
"Research, Development and Innovation","Innovation in production","Saudi Arabia",28.80406885,54
"Pre-University Education","Knowledge capital","Saudi Arabia",49.58811726,87
"Economy","Knowledge competitiveness","Saudi Arabia",50.64680315,51
"General Enabling Environment","Political and institutional","Saudi Arabia",47.57295889,73
"Research, Development and Innovation","Research and development","Saudi Arabia",33.05619627,33
"Research, Development and Innovation","Social innovation","Saudi Arabia",18.94838636,80
"General Enabling Environment","Socio-economic","Saudi Arabia",54.41880391,80
"Economy","Economic openness","Senegal",30.25736901,112
"Pre-University Education","Educational enabling environment","Senegal",40.22401216,116
"Technical and Vocational Education and Training","Features of the labour market","Senegal",47.2285279,81
"Economy","Financing and value added","Senegal",30.80974945,102
"Technical and Vocational Education and Training","Formation and professional training","Senegal",45.3286175,85
"General Enabling Environment","Health and environment","Senegal",59.5335649,109
"Higher Education","Higher education inputs","Senegal",56.812016,21
"Higher Education","Higher education outputs and quality","Senegal",26.4066856,104
"Information and Communications Technology","ICT inputs","Senegal",45.26418376,105
"Information and Communications Technology","ICT outputs","Senegal",38.66219608,90
"Research, Development and Innovation","Innovation in production","Senegal",13.51918123,114
"Pre-University Education","Knowledge capital","Senegal",15.60663953,134
"Economy","Knowledge competitiveness","Senegal",43.41050871,88
"General Enabling Environment","Political and institutional","Senegal",48.6191409,69
"Research, Development and Innovation","Research and development","Senegal",13.50531687,98
"Research, Development and Innovation","Social innovation","Senegal",10.95000617,117
"General Enabling Environment","Socio-economic","Senegal",36.47515357,125
"Economy","Economic openness","Serbia",48.02694222,49
"Pre-University Education","Educational enabling environment","Serbia",57.04166204,78
"Technical and Vocational Education and Training","Features of the labour market","Serbia",51.30935365,66
"Economy","Financing and value added","Serbia",43.36415132,59
"Technical and Vocational Education and Training","Formation and professional training","Serbia",65.45234242,17
"General Enabling Environment","Health and environment","Serbia",76.05053031,53
"Higher Education","Higher education inputs","Serbia",52.57340098,33
"Higher Education","Higher education outputs and quality","Serbia",38.33552749,61
"Information and Communications Technology","ICT inputs","Serbia",64.49917415,53
"Information and Communications Technology","ICT outputs","Serbia",46.96086435,67
"Research, Development and Innovation","Innovation in production","Serbia",19.50984086,89
"Pre-University Education","Knowledge capital","Serbia",60.86167476,52
"Economy","Knowledge competitiveness","Serbia",47.55616601,61
"General Enabling Environment","Political and institutional","Serbia",52.21208882,64
"Research, Development and Innovation","Research and development","Serbia",22.51653549,52
"Research, Development and Innovation","Social innovation","Serbia",18.13247532,85
"General Enabling Environment","Socio-economic","Serbia",61.25876989,52
"Economy","Economic openness","Seychelles",62.58463137,8
"Pre-University Education","Educational enabling environment","Seychelles",65.54050811,39
"Technical and Vocational Education and Training","Features of the labour market","Seychelles",64.5000128,29
"Economy","Financing and value added","Seychelles",38.3615967,72
"Technical and Vocational Education and Training","Formation and professional training","Seychelles",41.76191944,102
"General Enabling Environment","Health and environment","Seychelles",71.25522467,74
"Higher Education","Higher education inputs","Seychelles",38.52678148,103
"Higher Education","Higher education outputs and quality","Seychelles",37.15546437,71
"Information and Communications Technology","ICT inputs","Seychelles",78.32890427,14
"Information and Communications Technology","ICT outputs","Seychelles",51.31752243,50
"Research, Development and Innovation","Innovation in production","Seychelles",26.45777055,61
"Pre-University Education","Knowledge capital","Seychelles",69.74097016,22
"Economy","Knowledge competitiveness","Seychelles",54.59328577,41
"General Enabling Environment","Political and institutional","Seychelles",64.03008929,50
"Research, Development and Innovation","Research and development","Seychelles",13.76522254,95
"Research, Development and Innovation","Social innovation","Seychelles",15.38900922,105
"General Enabling Environment","Socio-economic","Seychelles",64.74875405,35
"Economy","Economic openness","Singapore",81.00543046,3
"Pre-University Education","Educational enabling environment","Singapore",67.62530203,30
"Technical and Vocational Education and Training","Features of the labour market","Singapore",54.45104837,50
"Economy","Financing and value added","Singapore",75.21977544,2
"Technical and Vocational Education and Training","Formation and professional training","Singapore",56.29726575,33
"General Enabling Environment","Health and environment","Singapore",84.17772845,13
"Higher Education","Higher education inputs","Singapore",45.96762896,69
"Higher Education","Higher education outputs and quality","Singapore",65.71042818,3
"Information and Communications Technology","ICT inputs","Singapore",96.36526625,1
"Information and Communications Technology","ICT outputs","Singapore",78.94850634,9
"Research, Development and Innovation","Innovation in production","Singapore",53.55990493,19
"Pre-University Education","Knowledge capital","Singapore",78.64205874,4
"Economy","Knowledge competitiveness","Singapore",77.13409509,2
"General Enabling Environment","Political and institutional","Singapore",86.52425039,16
"Research, Development and Innovation","Research and development","Singapore",58.10987612,9
"Research, Development and Innovation","Social innovation","Singapore",44.48271004,6
"General Enabling Environment","Socio-economic","Singapore",73.70715966,8
"Economy","Economic openness","Slovakia",58.50691013,18
"Pre-University Education","Educational enabling environment","Slovakia",70.81651269,20
"Technical and Vocational Education and Training","Features of the labour market","Slovakia",42.64864657,103
"Economy","Financing and value added","Slovakia",49.17710612,38
"Technical and Vocational Education and Training","Formation and professional training","Slovakia",62.12820092,24
"General Enabling Environment","Health and environment","Slovakia",78.02290861,41
"Higher Education","Higher education inputs","Slovakia",59.16809267,16
"Higher Education","Higher education outputs and quality","Slovakia",47.8449479,35
"Information and Communications Technology","ICT inputs","Slovakia",68.51859069,35
"Information and Communications Technology","ICT outputs","Slovakia",56.63527075,38
"Research, Development and Innovation","Innovation in production","Slovakia",27.61733458,57
"Pre-University Education","Knowledge capital","Slovakia",55.07499284,67
"Economy","Knowledge competitiveness","Slovakia",55.20138712,39
"General Enabling Environment","Political and institutional","Slovakia",67.31394653,43
"Research, Development and Innovation","Research and development","Slovakia",25.19983537,44
"Research, Development and Innovation","Social innovation","Slovakia",30.63659161,40
"General Enabling Environment","Socio-economic","Slovakia",61.54286917,51
"Economy","Economic openness","Slovenia",57.7974342,19
"Pre-University Education","Educational enabling environment","Slovenia",69.1156222,24
"Technical and Vocational Education and Training","Features of the labour market","Slovenia",65.33895489,24
"Economy","Financing and value added","Slovenia",53.4896245,30
"Technical and Vocational Education and Training","Formation and professional training","Slovenia",53.78807588,49
"General Enabling Environment","Health and environment","Slovenia",83.30887016,20
"Higher Education","Higher education inputs","Slovenia",48.17692105,53
"Higher Education","Higher education outputs and quality","Slovenia",48.11637423,34
"Information and Communications Technology","ICT inputs","Slovenia",75.60991424,20
"Information and Communications Technology","ICT outputs","Slovenia",59.90870668,33
"Research, Development and Innovation","Innovation in production","Slovenia",42.74657017,28
"Pre-University Education","Knowledge capital","Slovenia",71.54113808,15
"Economy","Knowledge competitiveness","Slovenia",53.30743019,45
"General Enabling Environment","Political and institutional","Slovenia",73.79771229,31
"Research, Development and Innovation","Research and development","Slovenia",38.70042476,26
"Research, Development and Innovation","Social innovation","Slovenia",35.16472771,30
"General Enabling Environment","Socio-economic","Slovenia",69.80423552,18
"Economy","Economic openness","South Africa",37.81247494,85
"Pre-University Education","Educational enabling environment","South Africa",55.30991693,87
"Technical and Vocational Education and Training","Features of the labour market","South Africa",42.80074114,101
"Economy","Financing and value added","South Africa",40.73756442,66
"Technical and Vocational Education and Training","Formation and professional training","South Africa",50.20197285,65
"General Enabling Environment","Health and environment","South Africa",49.53388937,121
"Higher Education","Higher education inputs","South Africa",44.37611167,72
"Higher Education","Higher education outputs and quality","South Africa",42.27085614,51
"Information and Communications Technology","ICT inputs","South Africa",53.93151111,80
"Information and Communications Technology","ICT outputs","South Africa",48.00406775,63
"Research, Development and Innovation","Innovation in production","South Africa",24.40248753,75
"Pre-University Education","Knowledge capital","South Africa",41.26756223,108
"Economy","Knowledge competitiveness","South Africa",45.35334035,75
"General Enabling Environment","Political and institutional","South Africa",58.63065241,54
"Research, Development and Innovation","Research and development","South Africa",23.90956756,49
"Research, Development and Innovation","Social innovation","South Africa",26.40231101,59
"General Enabling Environment","Socio-economic","South Africa",53.09342347,83
"Economy","Economic openness","Spain",50.16474091,39
"Pre-University Education","Educational enabling environment","Spain",58.23604743,69
"Technical and Vocational Education and Training","Features of the labour market","Spain",60.27479801,36
"Economy","Financing and value added","Spain",48.19516075,42
"Technical and Vocational Education and Training","Formation and professional training","Spain",49.97696675,66
"General Enabling Environment","Health and environment","Spain",86.5574032,4
"Higher Education","Higher education inputs","Spain",48.6545495,50
"Higher Education","Higher education outputs and quality","Spain",52.19200187,26
"Information and Communications Technology","ICT inputs","Spain",66.39226996,43
"Information and Communications Technology","ICT outputs","Spain",65.09972491,28
"Research, Development and Innovation","Innovation in production","Spain",59.93806193,12
"Pre-University Education","Knowledge capital","Spain",66.14875979,37
"Economy","Knowledge competitiveness","Spain",58.4488758,30
"General Enabling Environment","Political and institutional","Spain",69.09065753,39
"Research, Development and Innovation","Research and development","Spain",36.43773354,28
"Research, Development and Innovation","Social innovation","Spain",28.81562976,49
"General Enabling Environment","Socio-economic","Spain",69.52174095,21
"Economy","Economic openness","Sri Lanka",40.38672707,75
"Pre-University Education","Educational enabling environment","Sri Lanka",58.65890607,66
"Technical and Vocational Education and Training","Features of the labour market","Sri Lanka",53.71111949,53
"Economy","Financing and value added","Sri Lanka",34.68687233,88
"Technical and Vocational Education and Training","Formation and professional training","Sri Lanka",36.95395204,117
"General Enabling Environment","Health and environment","Sri Lanka",82.83568064,24
"Higher Education","Higher education inputs","Sri Lanka",33.21474235,118
"Higher Education","Higher education outputs and quality","Sri Lanka",28.47874511,96
"Information and Communications Technology","ICT inputs","Sri Lanka",45.66181339,104
"Information and Communications Technology","ICT outputs","Sri Lanka",33.98817991,97
"Research, Development and Innovation","Innovation in production","Sri Lanka",25.62285544,64
"Pre-University Education","Knowledge capital","Sri Lanka",73.96119697,10
"Economy","Knowledge competitiveness","Sri Lanka",38.85660512,107
"General Enabling Environment","Political and institutional","Sri Lanka",45.8532018,76
"Research, Development and Innovation","Research and development","Sri Lanka",11.18972071,112
"Research, Development and Innovation","Social innovation","Sri Lanka",23.49132938,68
"General Enabling Environment","Socio-economic","Sri Lanka",49.95430021,90
"Economy","Economic openness","Sweden",53.07718283,27
"Pre-University Education","Educational enabling environment","Sweden",64.09003557,42
"Technical and Vocational Education and Training","Features of the labour market","Sweden",64.4002934,30
"Economy","Financing and value added","Sweden",58.38298716,13
"Technical and Vocational Education and Training","Formation and professional training","Sweden",70.43135194,13
"General Enabling Environment","Health and environment","Sweden",89.48683329,1
"Higher Education","Higher education inputs","Sweden",65.32859819,6
"Higher Education","Higher education outputs and quality","Sweden",53.51863014,22
"Information and Communications Technology","ICT inputs","Sweden",70.2328595,29
"Information and Communications Technology","ICT outputs","Sweden",83.18008862,1
"Research, Development and Innovation","Innovation in production","Sweden",67.41800044,6
"Pre-University Education","Knowledge capital","Sweden",74.12326775,9
"Economy","Knowledge competitiveness","Sweden",68.6339105,7
"General Enabling Environment","Political and institutional","Sweden",90.82248644,8
"Research, Development and Innovation","Research and development","Sweden",63.93937188,6
"Research, Development and Innovation","Social innovation","Sweden",42.58797682,10
"General Enabling Environment","Socio-economic","Sweden",77.58635264,3
"Economy","Economic openness","Switzerland",52.49893195,31
"Pre-University Education","Educational enabling environment","Switzerland",67.02027673,31
"Technical and Vocational Education and Training","Features of the labour market","Switzerland",72.71927668,12
"Economy","Financing and value added","Switzerland",77.08151091,1
"Technical and Vocational Education and Training","Formation and professional training","Switzerland",81.66587577,4
"General Enabling Environment","Health and environment","Switzerland",88.40697081,3
"Higher Education","Higher education inputs","Switzerland",71.73836711,2
"Higher Education","Higher education outputs and quality","Switzerland",68.12225527,2
"Information and Communications Technology","ICT inputs","Switzerland",78.44134529,13
"Information and Communications Technology","ICT outputs","Switzerland",79.10386929,8
"Research, Development and Innovation","Innovation in production","Switzerland",79.1947825,2
"Pre-University Education","Knowledge capital","Switzerland",71.65891093,13
"Economy","Knowledge competitiveness","Switzerland",69.31258511,6
"General Enabling Environment","Political and institutional","Switzerland",96.70646864,1
"Research, Development and Innovation","Research and development","Switzerland",67.14330802,2
"Research, Development and Innovation","Social innovation","Switzerland",39.33199248,19
"General Enabling Environment","Socio-economic","Switzerland",73.64004172,9
"Economy","Economic openness","Syrian Arab Republic",33.1107398,101
"Pre-University Education","Educational enabling environment","Syrian Arab Republic",26.44816481,132
"Technical and Vocational Education and Training","Features of the labour market","Syrian Arab Republic",29.22648161,133
"Technical and Vocational Education and Training","Formation and professional training","Syrian Arab Republic",42.29853286,100
"General Enabling Environment","Health and environment","Syrian Arab Republic",60.31349133,107
"Higher Education","Higher education inputs","Syrian Arab Republic",43.07883455,79
"Higher Education","Higher education outputs and quality","Syrian Arab Republic",12.07876125,135
"Information and Communications Technology","ICT inputs","Syrian Arab Republic",26.36975098,126
"Information and Communications Technology","ICT outputs","Syrian Arab Republic",23.56709033,122
"Research, Development and Innovation","Innovation in production","Syrian Arab Republic",23.52073909,77
"Pre-University Education","Knowledge capital","Syrian Arab Republic",22.92893901,132
"Economy","Knowledge competitiveness","Syrian Arab Republic",33.7700622,126
"General Enabling Environment","Political and institutional","Syrian Arab Republic",6.997808999,136
"Research, Development and Innovation","Research and development","Syrian Arab Republic",9.477304384,122
"Research, Development and Innovation","Social innovation","Syrian Arab Republic",6.434832999,130
"General Enabling Environment","Socio-economic","Syrian Arab Republic",39.9456127,119
"Economy","Economic openness","Tajikistan",14.44005336,133
"Pre-University Education","Educational enabling environment","Tajikistan",42.85256326,112
"Technical and Vocational Education and Training","Features of the labour market","Tajikistan",45.41526465,88
"Economy","Financing and value added","Tajikistan",20.65396452,128
"Technical and Vocational Education and Training","Formation and professional training","Tajikistan",43.92746796,93
"General Enabling Environment","Health and environment","Tajikistan",67.58275271,89
"Higher Education","Higher education inputs","Tajikistan",20.50213045,133
"Higher Education","Higher education outputs and quality","Tajikistan",35.88625741,76
"Information and Communications Technology","ICT inputs","Tajikistan",20.26836763,131
"Information and Communications Technology","ICT outputs","Tajikistan",27.25291623,112
"Research, Development and Innovation","Innovation in production","Tajikistan",11.65378483,123
"Pre-University Education","Knowledge capital","Tajikistan",58.31710847,56
"Economy","Knowledge competitiveness","Tajikistan",42.50180382,93
"General Enabling Environment","Political and institutional","Tajikistan",23.82768525,127
"Research, Development and Innovation","Research and development","Tajikistan",8.328465753,126
"Research, Development and Innovation","Social innovation","Tajikistan",16.1039477,100
"General Enabling Environment","Socio-economic","Tajikistan",49.15100037,92
"Economy","Economic openness","Tanzania (United Republic of)",27.45286885,121
"Pre-University Education","Educational enabling environment","Tanzania (United Republic of)",43.33194193,110
"Technical and Vocational Education and Training","Features of the labour market","Tanzania (United Republic of)",49.66681627,70
"Economy","Financing and value added","Tanzania (United Republic of)",21.92653418,123
"Technical and Vocational Education and Training","Formation and professional training","Tanzania (United Republic of)",54.45481249,41
"General Enabling Environment","Health and environment","Tanzania (United Republic of)",55.83318995,112
"Higher Education","Higher education inputs","Tanzania (United Republic of)",46.75929968,61
"Higher Education","Higher education outputs and quality","Tanzania (United Republic of)",30.48596368,89
"Information and Communications Technology","ICT inputs","Tanzania (United Republic of)",47.17572928,97
"Information and Communications Technology","ICT outputs","Tanzania (United Republic of)",29.60214047,106
"Research, Development and Innovation","Innovation in production","Tanzania (United Republic of)",12.68381807,121
"Pre-University Education","Knowledge capital","Tanzania (United Republic of)",33.50705498,125
"Economy","Knowledge competitiveness","Tanzania (United Republic of)",40.4691257,101
"General Enabling Environment","Political and institutional","Tanzania (United Republic of)",33.51603376,110
"Research, Development and Innovation","Research and development","Tanzania (United Republic of)",19.50138122,65
"Research, Development and Innovation","Social innovation","Tanzania (United Republic of)",16.10509311,99
"General Enabling Environment","Socio-economic","Tanzania (United Republic of)",55.90668319,73
"Economy","Economic openness","Thailand",50.41380948,38
"Pre-University Education","Educational enabling environment","Thailand",68.50442822,28
"Technical and Vocational Education and Training","Features of the labour market","Thailand",48.0651272,78
"Economy","Financing and value added","Thailand",57.64001209,16
"Technical and Vocational Education and Training","Formation and professional training","Thailand",44.72731468,89
"General Enabling Environment","Health and environment","Thailand",75.84813037,57
"Higher Education","Higher education inputs","Thailand",35.53350299,111
"Higher Education","Higher education outputs and quality","Thailand",39.85512869,55
"Information and Communications Technology","ICT inputs","Thailand",60.2136937,64
"Information and Communications Technology","ICT outputs","Thailand",50.03723807,56
"Research, Development and Innovation","Innovation in production","Thailand",34.20916852,43
"Pre-University Education","Knowledge capital","Thailand",53.15514878,76
"Economy","Knowledge competitiveness","Thailand",53.07792529,46
"General Enabling Environment","Political and institutional","Thailand",48.00902884,71
"Research, Development and Innovation","Research and development","Thailand",20.737567,61
"Research, Development and Innovation","Social innovation","Thailand",26.90757181,57
"General Enabling Environment","Socio-economic","Thailand",59.41181347,64
"Economy","Economic openness","Togo",24.80865222,124
"Pre-University Education","Educational enabling environment","Togo",35.7851279,119
"Technical and Vocational Education and Training","Features of the labour market","Togo",8.986720181,136
"Economy","Financing and value added","Togo",20.81583175,127
"Technical and Vocational Education and Training","Formation and professional training","Togo",43.59706911,96
"General Enabling Environment","Health and environment","Togo",40.45277172,129
"Higher Education","Higher education inputs","Togo",43.33825801,77
"Higher Education","Higher education outputs and quality","Togo",14.16977678,132
"Information and Communications Technology","ICT inputs","Togo",16.86854769,134
"Information and Communications Technology","ICT outputs","Togo",23.76887805,120
"Pre-University Education","Knowledge capital","Togo",51.07701526,81
"Economy","Knowledge competitiveness","Togo",51.02464605,49
"General Enabling Environment","Political and institutional","Togo",29.83825886,116
"Research, Development and Innovation","Research and development","Togo",7.685528295,130
"Research, Development and Innovation","Social innovation","Togo",7.442714241,125
"General Enabling Environment","Socio-economic","Togo",42.00053474,116
"Economy","Economic openness","Tunisia",40.13252121,76
"Pre-University Education","Educational enabling environment","Tunisia",74.10149578,12
"Technical and Vocational Education and Training","Features of the labour market","Tunisia",41.94700878,109
"Economy","Financing and value added","Tunisia",33.10632385,92
"Technical and Vocational Education and Training","Formation and professional training","Tunisia",46.66359157,79
"General Enabling Environment","Health and environment","Tunisia",76.0867861,52
"Higher Education","Higher education inputs","Tunisia",64.06189286,10
"Higher Education","Higher education outputs and quality","Tunisia",28.39722128,97
"Information and Communications Technology","ICT inputs","Tunisia",52.49744758,86
"Information and Communications Technology","ICT outputs","Tunisia",41.09924033,78
"Research, Development and Innovation","Innovation in production","Tunisia",17.22405215,100
"Pre-University Education","Knowledge capital","Tunisia",42.294754,105
"Economy","Knowledge competitiveness","Tunisia",45.0709799,77
"General Enabling Environment","Political and institutional","Tunisia",41.33586943,85
"Research, Development and Innovation","Research and development","Tunisia",21.79174819,57
"Research, Development and Innovation","Social innovation","Tunisia",21.72275705,73
"General Enabling Environment","Socio-economic","Tunisia",42.95938405,114
"Economy","Economic openness","Turkey",45.81616221,59
"Pre-University Education","Educational enabling environment","Turkey",42.95515281,111
"Technical and Vocational Education and Training","Features of the labour market","Turkey",47.11575594,83
"Economy","Financing and value added","Turkey",41.44178287,64
"Technical and Vocational Education and Training","Formation and professional training","Turkey",46.48735004,81
"General Enabling Environment","Health and environment","Turkey",76.90422839,48
"Higher Education","Higher education inputs","Turkey",31.64316753,124
"Higher Education","Higher education outputs and quality","Turkey",34.03401507,82
"Information and Communications Technology","ICT inputs","Turkey",64.16874326,54
"Information and Communications Technology","ICT outputs","Turkey",48.40523482,62
"Research, Development and Innovation","Innovation in production","Turkey",35.3944295,38
"Pre-University Education","Knowledge capital","Turkey",54.57825018,69
"Economy","Knowledge competitiveness","Turkey",51.11245091,47
"General Enabling Environment","Political and institutional","Turkey",35.27444416,106
"Research, Development and Innovation","Research and development","Turkey",21.85415834,56
"Research, Development and Innovation","Social innovation","Turkey",30.01533669,42
"General Enabling Environment","Socio-economic","Turkey",46.3657795,105
"Economy","Economic openness","Uganda",29.56429103,115
"Pre-University Education","Educational enabling environment","Uganda",27.9347106,128
"Technical and Vocational Education and Training","Features of the labour market","Uganda",54.88790025,48
"Economy","Financing and value added","Uganda",24.68238033,118
"Technical and Vocational Education and Training","Formation and professional training","Uganda",37.2778717,115
"General Enabling Environment","Health and environment","Uganda",55.09236758,115
"Higher Education","Higher education inputs","Uganda",32.62655966,122
"Higher Education","Higher education outputs and quality","Uganda",37.41019307,69
"Information and Communications Technology","ICT inputs","Uganda",40.08919735,112
"Information and Communications Technology","ICT outputs","Uganda",26.90220632,113
"Research, Development and Innovation","Innovation in production","Uganda",17.14093748,102
"Pre-University Education","Knowledge capital","Uganda",28.21792333,127
"Economy","Knowledge competitiveness","Uganda",42.3757813,95
"General Enabling Environment","Political and institutional","Uganda",34.73967401,107
"Research, Development and Innovation","Research and development","Uganda",13.61819441,97
"Research, Development and Innovation","Social innovation","Uganda",9.899623553,119
"General Enabling Environment","Socio-economic","Uganda",42.94559808,115
"Economy","Economic openness","Ukraine",41.97793897,72
"Pre-University Education","Educational enabling environment","Ukraine",68.94070482,27
"Technical and Vocational Education and Training","Features of the labour market","Ukraine",50.81365335,69
"Economy","Financing and value added","Ukraine",36.75294043,81
"Technical and Vocational Education and Training","Formation and professional training","Ukraine",49.57233088,71
"General Enabling Environment","Health and environment","Ukraine",65.12690161,97
"Higher Education","Higher education inputs","Ukraine",44.0841665,75
"Higher Education","Higher education outputs and quality","Ukraine",47.37150188,37
"Information and Communications Technology","ICT inputs","Ukraine",61.25554297,59
"Information and Communications Technology","ICT outputs","Ukraine",38.87118268,88
"Research, Development and Innovation","Innovation in production","Ukraine",31.15473893,48
"Pre-University Education","Knowledge capital","Ukraine",70.35997882,18
"Economy","Knowledge competitiveness","Ukraine",40.76691538,99
"General Enabling Environment","Political and institutional","Ukraine",33.43681308,111
"Research, Development and Innovation","Research and development","Ukraine",17.22428592,74
"Research, Development and Innovation","Social innovation","Ukraine",32.10400666,36
"General Enabling Environment","Socio-economic","Ukraine",57.85037166,70
"Economy","Economic openness","United Arab Emirates",73.97573613,4
"Pre-University Education","Educational enabling environment","United Arab Emirates",81.25941622,1
"Technical and Vocational Education and Training","Features of the labour market","United Arab Emirates",77.14077457,8
"Economy","Financing and value added","United Arab Emirates",58.08129444,14
"Technical and Vocational Education and Training","Formation and professional training","United Arab Emirates",55.30074878,39
"General Enabling Environment","Health and environment","United Arab Emirates",68.6275773,81
"Higher Education","Higher education inputs","United Arab Emirates",53.08727496,29
"Higher Education","Higher education outputs and quality","United Arab Emirates",55.97591747,17
"Information and Communications Technology","ICT inputs","United Arab Emirates",80.70245676,11
"Information and Communications Technology","ICT outputs","United Arab Emirates",75.43236259,15
"Research, Development and Innovation","Innovation in production","United Arab Emirates",54.95486902,17
"Pre-University Education","Knowledge capital","United Arab Emirates",63.21663633,49
"Economy","Knowledge competitiveness","United Arab Emirates",83.50306785,1
"General Enabling Environment","Political and institutional","United Arab Emirates",74.52856472,29
"Research, Development and Innovation","Research and development","United Arab Emirates",26.61177716,43
"Research, Development and Innovation","Social innovation","United Arab Emirates",35.64352606,28
"General Enabling Environment","Socio-economic","United Arab Emirates",70.09514524,17
"Economy","Economic openness","United Kingdom",51.94415016,32
"Pre-University Education","Educational enabling environment","United Kingdom",57.762037,75
"Technical and Vocational Education and Training","Features of the labour market","United Kingdom",66.946296,19
"Economy","Financing and value added","United Kingdom",60.52673281,9
"Technical and Vocational Education and Training","Formation and professional training","United Kingdom",62.17126852,23
"General Enabling Environment","Health and environment","United Kingdom",83.22154376,22
"Higher Education","Higher education inputs","United Kingdom",59.07584807,17
"Higher Education","Higher education outputs and quality","United Kingdom",77.77643286,1
