"Pillar","Subpillar","Country","Value","Rank"
"Economic openness","Trade","Netherlands",65.4730786117727,7
"Economic openness","Trade","New Zealand",47.2918908853164,30
"Economic openness","Trade","North Macedonia",38.8030861803203,53
"Economic openness","Trade","Norway",30.546928974364,85
"Economic openness","Trade","Oman",44.1801913383352,38
"Economic openness","Trade","Pakistan",17.6227742604527,129
"Economic openness","Trade","Panama",38.5679537177954,54
"Economic openness","Trade","Paraguay",34.9778463694401,65
"Economic openness","Trade","Peru",27.0888964472924,101
"Economic openness","Trade","Philippines",37.4010315212107,56
"Economic openness","Trade","Poland",41.2275693657733,48
"Economic openness","Trade","Portugal",52.9308290121544,21
"Economic openness","Trade","Qatar",46.2072970048158,34
"Economic openness","Trade","Romania",42.1779398726552,44
"Economic openness","Trade","Russian Federation",24.4420717962029,111
"Economic openness","Trade","Rwanda",31.832996406486,80
"Economic openness","Trade","Saudi Arabia",37.3138480392262,58
"Economic openness","Trade","Senegal",28.4460800078809,94
"Economic openness","Trade","Serbia",42.0851431329317,45
"Economic openness","Trade","Seychelles",59.2565839475794,12
"Economic openness","Trade","Singapore",100,1
"Economic openness","Trade","Slovakia",62.299827148699,10
"Economic openness","Trade","Slovenia",62.5495534198359,8
"Economic openness","Trade","South Africa",28.5492899229621,93
"Economic openness","Trade","Spain",41.5161521250698,47
"Economic openness","Trade","Sri Lanka",20.9421130248787,123
"Economic openness","Trade","Sweden",50.7039855934582,23
"Economic openness","Trade","Switzerland",48.4281470157269,28
"Economic openness","Trade","Syrian Arab Republic",26.3044855825296,104
"Economic openness","Trade","Tajikistan",26.7802840122767,103
"Economic openness","Trade","Tanzania (United Republic of)",18.8984622976978,128
"Economic openness","Trade","Thailand",44.1000942328131,39
"Economic openness","Trade","Togo",20.9270553517813,124
"Economic openness","Trade","Tunisia",33.961529270905,71
"Economic openness","Trade","Turkey",29.9133914799851,88
"Economic openness","Trade","Uganda",27.4078681588926,100
"Economic openness","Trade","Ukraine",36.3704439691037,62
"Economic openness","Trade","United Arab Emirates",66.0106209220433,6
"Economic openness","Trade","United Kingdom",40.5830577545018,50
"Economic openness","Trade","United States",32.5620971749553,77
"Economic openness","Trade","Uruguay",28.0201294119515,97
"Economic openness","Trade","Venezuela (Bolivarian Republic of)",9.62732818101891,135
"Economic openness","Trade","Viet Nam",49.1982874812793,27
"Economic openness","Trade","Zimbabwe",23.8839507381635,113
"Financing and value added","Domestic value added","Albania",20.6025781679733,111
"Financing and value added","Domestic value added","Algeria",60.1009509529981,13
"Financing and value added","Domestic value added","Angola",15.2680144554198,121
"Financing and value added","Domestic value added","Armenia",38.2820738837333,58
"Financing and value added","Domestic value added","Australia",45.9072792145333,44
"Financing and value added","Domestic value added","Austria",56.6276799647551,17
"Financing and value added","Domestic value added","Azerbaijan",24.0114421064209,103
"Financing and value added","Domestic value added","Bahrain",40.0624387627068,54
"Financing and value added","Domestic value added","Bangladesh",28.2081744661991,89
"Financing and value added","Domestic value added","Barbados",10.2339064786127,130
"Financing and value added","Domestic value added","Belarus",61.6691204985719,11
"Financing and value added","Domestic value added","Belgium",56.5153608389664,18
"Financing and value added","Domestic value added","Belize",19.9624899325097,112
"Financing and value added","Domestic value added","Benin",30.3197273277404,81
"Financing and value added","Domestic value added","Bhutan",16.7528266578561,117
"Financing and value added","Domestic value added","Bolivia (Plurinational State of)",23.4368499986577,104
"Financing and value added","Domestic value added","Botswana",11.1214088317001,129
"Financing and value added","Domestic value added","Brazil",30.3958614774558,80
"Financing and value added","Domestic value added","Brunei Darussalam",52.2535482531488,31
"Financing and value added","Domestic value added","Bulgaria",44.4019217836246,50
"Financing and value added","Domestic value added","Burkina Faso",11.1500400037284,128
"Financing and value added","Domestic value added","Burundi",11.2170732250432,127
"Financing and value added","Domestic value added","Cabo Verde",21.8089309406352,109
"Financing and value added","Domestic value added","Cambodia",23.3163190583509,106
"Financing and value added","Domestic value added","Cameroon",26.9828423583929,94
"Financing and value added","Domestic value added","Canada",25.0557653516596,98
"Financing and value added","Domestic value added","Chad",5.1924029868839,134
"Financing and value added","Domestic value added","Chile",34.6563609253948,68
"Financing and value added","Domestic value added","China",76.3846960503699,2
"Financing and value added","Domestic value added","Colombia",27.6858229228173,91
"Financing and value added","Domestic value added","Congo (Democratic Republic of the)",29.2918179157952,84
"Financing and value added","Domestic value added","Costa Rica",34.5639112081519,69
"Financing and value added","Domestic value added","Croatia",46.0552328459071,43
"Financing and value added","Domestic value added","Cyprus",34.990628862788,66
"Financing and value added","Domestic value added","Czechia",61.8707907349666,10
"Financing and value added","Domestic value added","Côte d’Ivoire",23.0024152223029,107
"Financing and value added","Domestic value added","Denmark",55.9705652530401,20
"Financing and value added","Domestic value added","Dominican Republic",28.6527593166494,87
"Financing and value added","Domestic value added","Ecuador",27.7009811933773,90
"Financing and value added","Domestic value added","Egypt",45.793295089144,45
"Financing and value added","Domestic value added","El Salvador",29.8934501882565,83
"Financing and value added","Domestic value added","Estonia",56.963040087826,16
"Financing and value added","Domestic value added","Eswatini (Kingdom of)",54.6584488725964,22
"Financing and value added","Domestic value added","Ethiopia",8.43874142611391,131
"Financing and value added","Domestic value added","Finland",60.2260595103435,12
"Financing and value added","Domestic value added","France",50.7857971392257,34
"Financing and value added","Domestic value added","Gambia",7.72139821895954,132
"Financing and value added","Domestic value added","Georgia",33.7779092799775,73
"Financing and value added","Domestic value added","Germany",65.3597908935461,6
"Financing and value added","Domestic value added","Ghana",22.1721029199954,108
"Financing and value added","Domestic value added","Greece",36.5888409352837,62
"Financing and value added","Domestic value added","Guatemala",28.7245791938679,86
"Financing and value added","Domestic value added","Guinea",24.2647606495612,101
"Financing and value added","Domestic value added","Guyana",16.5386823934637,119
"Financing and value added","Domestic value added","Honduras",30.8568621356432,78
"Financing and value added","Domestic value added","Hong Kong, China (SAR)",33.146676300578,75
"Financing and value added","Domestic value added","Hungary",53.7695674578755,26
"Financing and value added","Domestic value added","Iceland",54.2910519419958,25
"Financing and value added","Domestic value added","India",37.5756817936608,59
"Financing and value added","Domestic value added","Indonesia",36.3267699591801,63
"Financing and value added","Domestic value added","Iran (Islamic Republic of)",30.5358952981043,79
"Financing and value added","Domestic value added","Ireland",79.3169171409401,1
"Financing and value added","Domestic value added","Israel",56.9740047811022,15
"Financing and value added","Domestic value added","Italy",49.5505363181558,36
"Financing and value added","Domestic value added","Japan",46.8449001944605,41
"Financing and value added","Domestic value added","Jordan",48.398408000509,37
"Financing and value added","Domestic value added","Kazakhstan",43.109431141403,52
"Financing and value added","Domestic value added","Kenya",18.0697048832091,115
"Financing and value added","Domestic value added","Korea (Republic of)",68.4431932457969,5
"Financing and value added","Domestic value added","Kuwait",27.5921285464037,92
"Financing and value added","Domestic value added","Kyrgyzstan",33.9312002561713,72
"Financing and value added","Domestic value added","Lao People's Democratic Republic",25.6462797795549,96
"Financing and value added","Domestic value added","Latvia",47.3320793777866,39
"Financing and value added","Domestic value added","Lebanon",18.1294876571965,114
"Financing and value added","Domestic value added","Lesotho",21.1132978720587,110
"Financing and value added","Domestic value added","Lithuania",57.4834225688225,14
"Financing and value added","Domestic value added","Luxembourg",55.2952360823225,21
"Financing and value added","Domestic value added","Madagascar",2.4385838150289,135
"Financing and value added","Domestic value added","Malawi",12.5122988460455,125
"Financing and value added","Domestic value added","Malaysia",50.7173234563068,35
"Financing and value added","Domestic value added","Mali",5.61777456647399,133
"Financing and value added","Domestic value added","Malta",47.8688601651973,38
"Financing and value added","Domestic value added","Mauritania",18.8214564838876,113
"Financing and value added","Domestic value added","Mauritius",34.4022565304611,70
"Financing and value added","Domestic value added","Mexico",37.4094588093777,60
"Financing and value added","Domestic value added","Moldova (Republic of)",35.9320409022913,64
"Financing and value added","Domestic value added","Mongolia",31.6014356263634,77
"Financing and value added","Domestic value added","Morocco",39.5835782152394,56
"Financing and value added","Domestic value added","Mozambique",14.3519971481016,122
"Financing and value added","Domestic value added","Myanmar",33.5745816729402,74
"Financing and value added","Domestic value added","Namibia",24.4427532677521,100
"Financing and value added","Domestic value added","Nepal",15.5649983783091,120
"Financing and value added","Domestic value added","Netherlands",54.5220098845676,23
"Financing and value added","Domestic value added","New Zealand",24.1379856178031,102
"Financing and value added","Domestic value added","North Macedonia",39.7197473162989,55
"Financing and value added","Domestic value added","Norway",51.3248635906563,33
"Financing and value added","Domestic value added","Oman",64.6044075144509,7
"Financing and value added","Domestic value added","Pakistan",23.3176594592187,105
"Financing and value added","Domestic value added","Panama",26.0046354298825,95
"Financing and value added","Domestic value added","Paraguay",39.2620287045089,57
"Financing and value added","Domestic value added","Peru",35.8335135664439,65
"Financing and value added","Domestic value added","Philippines",45.1987447368698,48
"Financing and value added","Domestic value added","Poland",56.4980308436222,19
"Financing and value added","Domestic value added","Portugal",45.6246495545502,46
"Financing and value added","Domestic value added","Qatar",25.2552611298286,97
"Financing and value added","Domestic value added","Romania",44.578757344806,49
"Financing and value added","Domestic value added","Russian Federation",52.9117477901748,28
"Financing and value added","Domestic value added","Rwanda",11.8949655206155,126
"Financing and value added","Domestic value added","Saudi Arabia",52.6489838469831,30
"Financing and value added","Domestic value added","Senegal",27.4892754973387,93
"Financing and value added","Domestic value added","Serbia",47.2182080924856,40
"Financing and value added","Domestic value added","Seychelles",34.0564203638223,71
"Financing and value added","Domestic value added","Singapore",75.2001595884372,3
"Financing and value added","Domestic value added","Slovakia",52.8962363198589,29
"Financing and value added","Domestic value added","Slovenia",62.8010465330981,9
"Financing and value added","Domestic value added","South Africa",28.8701768351028,85
"Financing and value added","Domestic value added","Spain",43.5964230975312,51
"Financing and value added","Domestic value added","Sri Lanka",36.7699054598615,61
"Financing and value added","Domestic value added","Sweden",63.3970203404476,8
"Financing and value added","Domestic value added","Switzerland",69.791519789705,4
"Financing and value added","Domestic value added","Syrian Arab Republic",NA,NA
"Financing and value added","Domestic value added","Tajikistan",24.5032009730325,99
"Financing and value added","Domestic value added","Tanzania (United Republic of)",17.8489054059438,116
"Financing and value added","Domestic value added","Thailand",45.2278558753392,47
"Financing and value added","Domestic value added","Togo",14.2834798308256,123
"Financing and value added","Domestic value added","Tunisia",34.9467333742546,67
"Financing and value added","Domestic value added","Turkey",41.6633863456271,53
"Financing and value added","Domestic value added","Uganda",16.7346658991809,118
"Financing and value added","Domestic value added","Ukraine",46.0603453599449,42
"Financing and value added","Domestic value added","United Arab Emirates",51.434861988373,32
"Financing and value added","Domestic value added","United Kingdom",52.9698778993873,27
"Financing and value added","Domestic value added","United States",54.3049557768092,24
"Financing and value added","Domestic value added","Uruguay",32.1340975082362,76
"Financing and value added","Domestic value added","Venezuela (Bolivarian Republic of)",30.0907548448598,82
"Financing and value added","Domestic value added","Viet Nam",28.6132461797947,88
"Financing and value added","Domestic value added","Zimbabwe",13.0808918076747,124
"Financing and value added","Financing and taxes","Albania",45.4640817996378,62
"Financing and value added","Financing and taxes","Algeria",24.9125097830956,127
"Financing and value added","Financing and taxes","Angola",20.9044203048539,131
"Financing and value added","Financing and taxes","Armenia",47.7644705427131,53
"Financing and value added","Financing and taxes","Australia",64.6640566318387,16
"Financing and value added","Financing and taxes","Austria",51.2624710466242,40
"Financing and value added","Financing and taxes","Azerbaijan",34.0638408932385,100
"Financing and value added","Financing and taxes","Bahrain",61.4832508162675,21
"Financing and value added","Financing and taxes","Bangladesh",33.9661842626189,101
"Financing and value added","Financing and taxes","Barbados",59.4344361289294,26
"Financing and value added","Financing and taxes","Belarus",21.4886239640132,130
"Financing and value added","Financing and taxes","Belgium",48.8294872797794,50
"Financing and value added","Financing and taxes","Belize",49.0207427399322,47
"Financing and value added","Financing and taxes","Benin",24.25692630781,128
"Financing and value added","Financing and taxes","Bhutan",44.3453396937458,67
"Financing and value added","Financing and taxes","Bolivia (Plurinational State of)",33.1030486981926,104
"Financing and value added","Financing and taxes","Botswana",42.2132756167537,75
"Financing and value added","Financing and taxes","Brazil",41.0024669836457,80
"Financing and value added","Financing and taxes","Brunei Darussalam",55.9948399874963,30
"Financing and value added","Financing and taxes","Bulgaria",47.2023493966628,55
"Financing and value added","Financing and taxes","Burkina Faso",31.7936388243704,110
"Financing and value added","Financing and taxes","Burundi",28.1713644317218,118
"Financing and value added","Financing and taxes","Cabo Verde",47.0125487832036,57
"Financing and value added","Financing and taxes","Cambodia",52.945698885286,35
"Financing and value added","Financing and taxes","Cameroon",22.5511469429871,129
"Financing and value added","Financing and taxes","Canada",86.4530881275077,2
"Financing and value added","Financing and taxes","Chad",12.1773460207415,135
"Financing and value added","Financing and taxes","Chile",59.3907395181334,27
"Financing and value added","Financing and taxes","China",50.3168199425134,45
"Financing and value added","Financing and taxes","Colombia",31.4261664476927,111
"Financing and value added","Financing and taxes","Congo (Democratic Republic of the)",15.3586153726829,134
"Financing and value added","Financing and taxes","Costa Rica",36.2876738848308,93
"Financing and value added","Financing and taxes","Croatia",51.7759719625155,39
"Financing and value added","Financing and taxes","Cyprus",68.4375939503185,10
"Financing and value added","Financing and taxes","Czechia",47.1479953483562,56
"Financing and value added","Financing and taxes","Côte d’Ivoire",27.9477778765154,120
"Financing and value added","Financing and taxes","Denmark",64.9079459710396,14
"Financing and value added","Financing and taxes","Dominican Republic",36.6481611452263,90
"Financing and value added","Financing and taxes","Ecuador",41.3805694477624,77
"Financing and value added","Financing and taxes","Egypt",44.2260020585378,68
"Financing and value added","Financing and taxes","El Salvador",45.5992397677557,61
"Financing and value added","Financing and taxes","Estonia",44.4922334537271,65
"Financing and value added","Financing and taxes","Eswatini (Kingdom of)",36.5125743225257,91
"Financing and value added","Financing and taxes","Ethiopia",48.9239457161418,48
"Financing and value added","Financing and taxes","Finland",59.4862003419942,25
"Financing and value added","Financing and taxes","France",48.893304115057,49
"Financing and value added","Financing and taxes","Gambia",32.0962403428346,109
"Financing and value added","Financing and taxes","Georgia",50.8245962519794,43
"Financing and value added","Financing and taxes","Germany",47.8012839019688,52
"Financing and value added","Financing and taxes","Ghana",30.7527852495339,115
"Financing and value added","Financing and taxes","Greece",33.6463738534558,102
"Financing and value added","Financing and taxes","Guatemala",45.1212254936858,64
"Financing and value added","Financing and taxes","Guinea",27.1532520910045,124
"Financing and value added","Financing and taxes","Guyana",44.0097275286281,70
"Financing and value added","Financing and taxes","Honduras",45.7568385376515,58
"Financing and value added","Financing and taxes","Hong Kong, China (SAR)",93.6359321329811,1
"Financing and value added","Financing and taxes","Hungary",41.0297860475993,79
"Financing and value added","Financing and taxes","Iceland",55.1223550408818,31
"Financing and value added","Financing and taxes","India",38.2826421392826,87
"Financing and value added","Financing and taxes","Indonesia",40.4403183113917,83
"Financing and value added","Financing and taxes","Iran (Islamic Republic of)",35.171054120792,95
"Financing and value added","Financing and taxes","Ireland",45.7228534872567,60
"Financing and value added","Financing and taxes","Israel",56.7304610683955,29
"Financing and value added","Financing and taxes","Italy",40.7263689844303,81
"Financing and value added","Financing and taxes","Japan",75.9475550114438,5
"Financing and value added","Financing and taxes","Jordan",59.051961152754,28
"Financing and value added","Financing and taxes","Kazakhstan",34.4282299268841,98
"Financing and value added","Financing and taxes","Kenya",34.8096204666734,97
"Financing and value added","Financing and taxes","Korea (Republic of)",69.2753825168213,9
"Financing and value added","Financing and taxes","Kuwait",64.0430795462228,17
"Financing and value added","Financing and taxes","Kyrgyzstan",32.1775464072968,107
"Financing and value added","Financing and taxes","Lao People's Democratic Republic",36.9262317670483,89
"Financing and value added","Financing and taxes","Latvia",40.1340480941169,84
"Financing and value added","Financing and taxes","Lebanon",69.9615477930454,8
"Financing and value added","Financing and taxes","Lesotho",27.4015778929807,122
"Financing and value added","Financing and taxes","Lithuania",39.6587141439522,85
"Financing and value added","Financing and taxes","Luxembourg",80.3372040718848,4
"Financing and value added","Financing and taxes","Madagascar",27.9725797661594,119
"Financing and value added","Financing and taxes","Malawi",31.1420500264973,113
"Financing and value added","Financing and taxes","Malaysia",63.7516515284637,18
"Financing and value added","Financing and taxes","Mali",25.3045564517107,126
"Financing and value added","Financing and taxes","Malta",60.2482831750293,23
"Financing and value added","Financing and taxes","Mauritania",11.2265191136291,136
"Financing and value added","Financing and taxes","Mauritius",62.1314162283665,20
"Financing and value added","Financing and taxes","Mexico",36.3979437197953,92
"Financing and value added","Financing and taxes","Moldova (Republic of)",28.5305216279335,117
"Financing and value added","Financing and taxes","Mongolia",40.6715313424637,82
"Financing and value added","Financing and taxes","Morocco",52.3005732902848,38
"Financing and value added","Financing and taxes","Mozambique",32.1310867130738,108
"Financing and value added","Financing and taxes","Myanmar",30.9454322377234,114
"Financing and value added","Financing and taxes","Namibia",51.2153317296985,41
"Financing and value added","Financing and taxes","Nepal",48.1019026448321,51
"Financing and value added","Financing and taxes","Netherlands",60.160977905338,24
"Financing and value added","Financing and taxes","New Zealand",68.1750809692041,11
"Financing and value added","Financing and taxes","North Macedonia",49.595948652766,46
"Financing and value added","Financing and taxes","Norway",60.9622465022929,22
"Financing and value added","Financing and taxes","Oman",51.0546690789044,42
"Financing and value added","Financing and taxes","Pakistan",34.9572127911421,96
"Financing and value added","Financing and taxes","Panama",54.3757948699028,32
"Financing and value added","Financing and taxes","Paraguay",42.8330653485138,71
"Financing and value added","Financing and taxes","Peru",42.8275059113357,72
"Financing and value added","Financing and taxes","Philippines",47.7066381739915,54
"Financing and value added","Financing and taxes","Poland",44.4383400808816,66
"Financing and value added","Financing and taxes","Portugal",45.7314388922762,59
"Financing and value added","Financing and taxes","Qatar",62.3381199431816,19
"Financing and value added","Financing and taxes","Romania",36.0917587213522,94
"Financing and value added","Financing and taxes","Russian Federation",37.1825986122063,88
"Financing and value added","Financing and taxes","Rwanda",33.5101548380365,103
"Financing and value added","Financing and taxes","Saudi Arabia",53.9596835333085,33
"Financing and value added","Financing and taxes","Senegal",34.1302233933543,99
"Financing and value added","Financing and taxes","Serbia",39.5100945550274,86
"Financing and value added","Financing and taxes","Seychelles",42.6667730337983,73
"Financing and value added","Financing and taxes","Singapore",75.2393912931858,6
"Financing and value added","Financing and taxes","Slovakia",45.4579759246,63
"Financing and value added","Financing and taxes","Slovenia",44.1782024637096,69
"Financing and value added","Financing and taxes","South Africa",52.6049520066513,37
"Financing and value added","Financing and taxes","Spain",52.7938984096872,36
"Financing and value added","Financing and taxes","Sri Lanka",32.6038391949543,106
"Financing and value added","Financing and taxes","Sweden",53.3689539776373,34
"Financing and value added","Financing and taxes","Switzerland",84.371502020826,3
"Financing and value added","Financing and taxes","Syrian Arab Republic",50.4012624307741,44
"Financing and value added","Financing and taxes","Tajikistan",16.8047280626953,133
"Financing and value added","Financing and taxes","Tanzania (United Republic of)",26.0041629467211,125
"Financing and value added","Financing and taxes","Thailand",70.0521682997423,7
"Financing and value added","Financing and taxes","Togo",27.3481836667084,123
"Financing and value added","Financing and taxes","Tunisia",31.2659143195411,112
"Financing and value added","Financing and taxes","Turkey",41.2201793922192,78
"Financing and value added","Financing and taxes","Uganda",32.6300947592502,105
"Financing and value added","Financing and taxes","Ukraine",27.4455354928768,121
"Financing and value added","Financing and taxes","United Arab Emirates",64.7277268986631,15
"Financing and value added","Financing and taxes","United Kingdom",68.0835877182889,12
"Financing and value added","Financing and taxes","United States",65.5331056393326,13
"Financing and value added","Financing and taxes","Uruguay",42.4087400355104,74
"Financing and value added","Financing and taxes","Venezuela (Bolivarian Republic of)",20.7873000089997,132
"Financing and value added","Financing and taxes","Viet Nam",41.8956576875164,76
"Financing and value added","Financing and taxes","Zimbabwe",29.2654175166108,116
"Political and institutional","Political","Albania",57.4783839211534,54
"Political and institutional","Political","Algeria",26.3935169318624,105
"Political and institutional","Political","Angola",22.7056462514487,112
"Political and institutional","Political","Armenia",39.9241644700365,82
"Political and institutional","Political","Australia",88.016225409383,15
"Political and institutional","Political","Austria",86.0503287240831,19
"Political and institutional","Political","Azerbaijan",33.8260143662252,94
"Political and institutional","Political","Bahrain",37.3569034605808,88
"Political and institutional","Political","Bangladesh",16.0061338046026,122
"Political and institutional","Political","Barbados",74.850262844636,30
"Political and institutional","Political","Belarus",48.2804419543075,66
"Political and institutional","Political","Belgium",71.3966576157518,37
"Political and institutional","Political","Belize",36.9885995503748,90
"Political and institutional","Political","Benin",36.0479145781621,91
"Political and institutional","Political","Bhutan",77.7447691376592,26
"Political and institutional","Political","Bolivia (Plurinational State of)",37.8375108999841,87
"Political and institutional","Political","Botswana",74.0798420339868,32
"Political and institutional","Political","Brazil",32.6921221344564,98
"Political and institutional","Political","Brunei Darussalam",89.6428053794788,11
"Political and institutional","Political","Bulgaria",61.1855753821499,52
"Political and institutional","Political","Burkina Faso",20.7385399246523,117
"Political and institutional","Political","Burundi",5.88562019206274,132
"Political and institutional","Political","Cabo Verde",67.7570890189907,45
"Political and institutional","Political","Cambodia",40.6535276115448,80
"Political and institutional","Political","Cameroon",12.3412062442234,128
"Political and institutional","Political","Canada",89.9821260422303,10
"Political and institutional","Political","Chad",5.38206989036763,133
"Political and institutional","Political","Chile",71.3725029098363,38
"Political and institutional","Political","China",52.5322425940329,59
"Political and institutional","Political","Colombia",32.624498327418,99
"Political and institutional","Political","Congo (Democratic Republic of the)",3.18552862735425,135
"Political and institutional","Political","Costa Rica",64.6440101394599,48
"Political and institutional","Political","Croatia",71.2155218025269,39
"Political and institutional","Political","Cyprus",71.0814818782149,40
"Political and institutional","Political","Czechia",82.7380102424614,20
"Political and institutional","Political","Côte d'Ivoire",22.2008890185222,113
"Political and institutional","Political","Denmark",90.0123159925626,9
"Political and institutional","Political","Dominican Republic",42.4431239039776,73
"Political and institutional","Political","Ecuador",41.9999493490881,76
"Political and institutional","Political","Egypt",42.0103844951679,75
"Political and institutional","Political","El Salvador",33.6690313145314,95
"Political and institutional","Political","Estonia",75.2922277947654,29
"Political and institutional","Political","Eswatini (Kingdom of)",28.6697569096968,102
"Political and institutional","Political","Ethiopia",17.8017678160166,120
"Political and institutional","Political","Finland",90.764621230482,8
"Political and institutional","Political","France",71.7420154673046,34
"Political and institutional","Political","Gambia",34.7679079857003,93
"Political and institutional","Political","Georgia",51.3729879665839,61
"Political and institutional","Political","Germany",80.0125575487442,24
"Political and institutional","Political","Ghana",45.6829919667118,69
"Political and institutional","Political","Greece",57.3383087524246,55
"Political and institutional","Political","Guatemala",23.7972746193368,110
"Political and institutional","Political","Guinea",14.7261257391578,124
"Political and institutional","Political","Guyana",40.2888465268868,81
"Political and institutional","Political","Honduras",25.7933622565505,106
"Political and institutional","Political","Hong Kong, China (SAR)",86.6263296509772,17
"Political and institutional","Political","Hungary",71.4703176393992,36
"Political and institutional","Political","Iceland",94.3087924215942,6
"Political and institutional","Political","India",38.3821176482324,86
"Political and institutional","Political","Indonesia",42.4479544339848,72
"Political and institutional","Political","Iran (Islamic Republic of)",22.7587788357194,111
"Political and institutional","Political","Ireland",88.2227196707407,13
"Political and institutional","Political","Israel",50.0676234120853,64
"Political and institutional","Political","Italy",62.4655858927699,50
"Political and institutional","Political","Japan",91.4323977537533,7
"Political and institutional","Political","Jordan",43.3946775818856,71
"Political and institutional","Political","Kazakhstan",49.1836930551195,65
"Political and institutional","Political","Kenya",24.2332023365811,108
"Political and institutional","Political","Korea (Republic of)",74.5580341232498,31
"Political and institutional","Political","Kuwait",50.0941870901131,63
"Political and institutional","Political","Kyrgyzstan",25.5627191665146,107
"Political and institutional","Political","Lao People's Democratic Republic",41.042359454571,79
"Political and institutional","Political","Latvia",70.1347626484722,41
"Political and institutional","Political","Lebanon",14.8468818800715,123
"Political and institutional","Political","Lesotho",26.8861997504498,103
"Political and institutional","Political","Lithuania",76.7002351783536,28
"Political and institutional","Political","Luxembourg",96.3048830047738,4
"Political and institutional","Political","Madagascar",17.815050391522,119
"Political and institutional","Political","Malawi",26.6917828567445,104
"Political and institutional","Political","Malaysia",67.4829719227869,46
"Political and institutional","Political","Mali",8.40337122178952,131
"Political and institutional","Political","Malta",86.3848217734041,18
"Political and institutional","Political","Mauritania",20.8725783906759,115
"Political and institutional","Political","Mauritius",78.1142836395119,25
"Political and institutional","Political","Mexico",35.5069301840602,92
"Political and institutional","Political","Moldova (Republic of)",32.9288024279882,97
"Political and institutional","Political","Mongolia",59.2691859589664,53
"Political and institutional","Political","Morocco",39.1356330357864,84
"Political and institutional","Political","Mozambique",16.6859871947355,121
"Political and institutional","Political","Myanmar",9.58073697363013,130
"Political and institutional","Political","Namibia",61.5864836059416,51
"Political and institutional","Political","Nepal",18.6156596721732,118
"Political and institutional","Political","Netherlands",87.579091961453,16
"Political and institutional","Political","New Zealand",96.7661691554563,3
"Political and institutional","Political","North Macedonia",46.7746217855409,67
"Political and institutional","Political","Norway",94.3872839474411,5
"Political and institutional","Political","Oman",63.8192505644948,49
"Political and institutional","Political","Pakistan",13.402646735035,127
"Political and institutional","Political","Panama",53.2797163591421,57
"Political and institutional","Political","Paraguay",37.0369021127763,89
"Political and institutional","Political","Peru",39.5908800532832,83
"Political and institutional","Political","Philippines",32.9336314703178,96
"Political and institutional","Political","Poland",70.0743846921921,42
"Political and institutional","Political","Portugal",88.1804552840273,14
"Political and institutional","Political","Qatar",71.5246603512625,35
"Political and institutional","Political","Romania",44.9186103186375,70
"Political and institutional","Political","Russian Federation",38.9472543177693,85
"Political and institutional","Political","Rwanda",56.8045682353072,56
"Political and institutional","Political","Saudi Arabia",45.9184655720602,68
"Political and institutional","Political","Senegal",41.5084771368422,78
"Political and institutional","Political","Serbia",52.3692223241486,60
"Political and institutional","Political","Seychelles",70.0260831166775,43
"Political and institutional","Political","Singapore",99.7572785995088,1
"Political and institutional","Political","Slovakia",73.7211962231348,33
"Political and institutional","Political","Slovenia",81.5847948069766,21
"Political and institutional","Political","South Africa",50.5482283916188,62
"Political and institutional","Political","Spain",66.9733821934268,47
"Political and institutional","Political","Sri Lanka",41.7874198433136,77
"Political and institutional","Political","Sweden",88.5439287083099,12
"Political and institutional","Political","Switzerland",97.8094974281601,2
"Political and institutional","Political","Syrian Arab Republic",0,136
"Political and institutional","Political","Tajikistan",14.1863494988748,125
"Political and institutional","Political","Tanzania (United Republic of)",22.0680572406818,114
"Political and institutional","Political","Thailand",42.301838099518,74
"Political and institutional","Political","Togo",11.7712405397042,129
"Political and institutional","Political","Tunisia",31.1500748265562,100
"Political and institutional","Political","Turkey",30.7310530038085,101
"Political and institutional","Political","Uganda",24.1184846290983,109
"Political and institutional","Political","Ukraine",20.8291078312647,116
"Political and institutional","Political","United Arab Emirates",80.9472042864902,22
"Political and institutional","Political","United Kingdom",67.8102181491574,44
"Political and institutional","Political","United States",77.0878613053887,27
"Political and institutional","Political","Uruguay",80.2444063106872,23
"Political and institutional","Political","Venezuela (Bolivarian Republic of)",4.87248213478125,134
"Political and institutional","Political","Viet Nam",52.8123929608798,58
"Political and institutional","Political","Zimbabwe",13.6827994402277,126
"Political and institutional","Institutional","Albania",51.5006684883386,77
"Political and institutional","Institutional","Algeria",32.893589772398,121
"Political and institutional","Institutional","Angola",29.1244109406739,129
"Political and institutional","Institutional","Armenia",58.4303983457011,56
"Political and institutional","Institutional","Australia",92.0279729460111,8
"Political and institutional","Institutional","Austria",87.1618707486606,15
"Political and institutional","Institutional","Azerbaijan",41.0974472798888,106
"Political and institutional","Institutional","Bahrain",54.505264077523,65
"Political and institutional","Institutional","Bangladesh",32.314532854582,122
"Political and institutional","Institutional","Barbados",67.3315595981096,39
"Political and institutional","Institutional","Belarus",31.972115139646,125
"Political and institutional","Institutional","Belgium",87.5719555762395,13
"Political and institutional","Institutional","Belize",44.2875772421299,102
"Political and institutional","Institutional","Benin",46.720908285329,93
"Political and institutional","Institutional","Bhutan",57.3844913233405,58
"Political and institutional","Institutional","Bolivia (Plurinational State of)",25.5655436805427,131
"Political and institutional","Institutional","Botswana",67.2199303880008,40
"Political and institutional","Institutional","Brazil",49.6722473791817,81
